age,gender,hours_spent,platform,interests,location,demographics,profession,income,indebt,home_owner,car_owner,status
29,female,1,YouTube,Sports,United Kingdom,Urban,Student,17766,1,0,1,normic
52,non-binary,1,Facebook,Travel,United Kingdom,Rural,Software Engineer,11428,1,1,0,normic
50,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,14378,0,1,0,normic
50,non-binary,8,Instagram,Lifestlye,United Kingdom,Rural,Student,17529,1,1,0,normic
60,non-binary,3,Facebook,Sports,United States,Sub_Urban,Marketer Manager,14474,0,0,1,normic
54,female,5,Instagram,Sports,United States,Urban,Software Engineer,13071,0,1,0,normic
29,non-binary,1,Instagram,Lifestlye,United States,Urban,Marketer Manager,10555,0,0,0,normic
20,female,7,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18547,1,0,1,normic
18,non-binary,5,YouTube,Travel,United Kingdom,Urban,Software Engineer,11563,0,0,0,normic
50,male,8,Facebook,Sports,Australia,Sub_Urban,Student,11040,1,1,0,normic
57,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12686,1,1,1,normic
27,non-binary,9,Instagram,Travel,United States,Rural,Software Engineer,12553,1,1,1,normic
60,non-binary,7,YouTube,Travel,Australia,Urban,Student,11779,0,0,0,normic
61,male,1,Facebook,Travel,United States,Rural,Student,10075,0,1,1,normic
46,female,3,Facebook,Travel,United Kingdom,Rural,Student,14326,1,0,1,normic
30,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,15835,0,1,1,chad
29,male,3,Facebook,Travel,United Kingdom,Urban,Marketer Manager,15057,0,1,0,normic
48,non-binary,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,12349,0,1,0,normic
63,female,1,Facebook,Travel,United Kingdom,Urban,Student,12773,1,1,1,normic
19,non-binary,5,Instagram,Lifestlye,United States,Rural,Marketer Manager,12262,0,0,0,normic
52,non-binary,4,YouTube,Travel,Australia,Rural,Software Engineer,13229,0,0,1,normic
40,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,10392,1,0,1,normic
34,non-binary,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,11108,0,0,1,normic
43,male,4,YouTube,Travel,United Kingdom,Sub_Urban,Student,14362,1,1,1,normic
25,male,4,YouTube,Travel,Australia,Urban,Marketer Manager,15188,0,0,1,normic
46,female,3,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,18802,0,0,0,normic
43,male,7,Facebook,Lifestlye,United States,Urban,Student,15057,0,0,0,normic
27,male,3,Facebook,Travel,United States,Sub_Urban,Software Engineer,13998,0,1,0,normic
43,female,3,YouTube,Sports,United Kingdom,Urban,Student,18864,0,0,0,normic
51,male,5,YouTube,Travel,United Kingdom,Rural,Student,16566,0,0,1,normic
58,male,5,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,13677,1,1,1,normic
24,female,6,Instagram,Travel,Australia,Sub_Urban,Software Engineer,15796,0,1,0,normic
21,female,8,YouTube,Lifestlye,Australia,Rural,Student,16363,0,0,0,normic
62,female,6,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18123,0,0,1,normic
28,non-binary,1,YouTube,Lifestlye,Australia,Rural,Student,18222,1,1,1,normic
46,non-binary,8,Instagram,Travel,Australia,Urban,Student,17690,1,0,1,normic
53,female,8,Instagram,Lifestlye,United States,Rural,Student,11400,1,1,0,normic
42,female,9,Instagram,Lifestlye,Australia,Urban,Student,14071,0,0,1,normic
38,female,9,Facebook,Travel,United States,Sub_Urban,Student,18808,0,0,1,normic
53,non-binary,2,Instagram,Lifestlye,United States,Sub_Urban,Student,12786,1,0,0,normic
27,non-binary,2,Instagram,Travel,Australia,Rural,Marketer Manager,17169,1,0,0,normic
54,male,3,Instagram,Lifestlye,United States,Urban,Student,10870,1,0,0,normic
26,male,1,YouTube,Sports,United Kingdom,Rural,Software Engineer,14196,0,1,1,normic
41,female,4,Instagram,Sports,United Kingdom,Rural,Marketer Manager,19604,1,1,1,normic
52,non-binary,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,12739,0,0,0,normic
52,non-binary,9,Instagram,Sports,United Kingdom,Rural,Student,10940,0,0,1,normic
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Software Engineer,10340,0,0,1,normic
35,female,9,Facebook,Sports,United Kingdom,Rural,Student,17422,1,1,1,normic
56,male,7,YouTube,Lifestlye,Australia,Urban,Student,14133,0,1,0,normic
49,female,2,Instagram,Lifestlye,Australia,Urban,Marketer Manager,10659,1,1,0,normic
41,male,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,19752,1,1,1,normic
40,male,4,YouTube,Lifestlye,Australia,Urban,Student,13457,1,1,1,normic
49,female,8,Facebook,Travel,United Kingdom,Urban,Marketer Manager,19848,1,1,1,normic
54,male,2,Facebook,Sports,Australia,Sub_Urban,Software Engineer,12975,0,1,1,normic
29,male,6,Facebook,Sports,United States,Rural,Marketer Manager,19241,0,1,0,normic
30,non-binary,5,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,10453,0,0,0,normic
40,male,2,Facebook,Travel,United Kingdom,Rural,Software Engineer,19896,0,1,1,chad
42,female,1,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,18184,1,1,1,normic
52,female,8,Facebook,Sports,United Kingdom,Rural,Student,15442,1,1,0,normic
58,male,2,Facebook,Travel,United States,Sub_Urban,Software Engineer,10818,1,1,1,normic
47,non-binary,7,Instagram,Sports,Australia,Rural,Student,14868,1,0,0,normic
34,non-binary,9,YouTube,Travel,United States,Sub_Urban,Software Engineer,10012,0,1,1,normic
37,male,9,Facebook,Sports,United States,Rural,Student,17727,1,0,0,normic
42,male,8,Facebook,Lifestlye,Australia,Sub_Urban,Student,10920,0,0,1,normic
39,female,9,YouTube,Sports,United Kingdom,Urban,Marketer Manager,14920,1,0,1,normic
30,male,2,Instagram,Sports,Australia,Rural,Student,12418,1,1,0,normic
36,non-binary,6,YouTube,Sports,United States,Sub_Urban,Marketer Manager,19506,1,1,0,normic
53,male,4,YouTube,Sports,Australia,Rural,Software Engineer,16475,1,1,1,normic
29,female,4,Facebook,Sports,United States,Rural,Student,12017,0,0,1,normic
58,female,5,YouTube,Lifestlye,Australia,Sub_Urban,Student,17957,0,0,0,normic
36,female,3,YouTube,Travel,Australia,Rural,Software Engineer,19420,0,0,0,normic
29,female,1,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,14792,0,0,1,normic
26,female,8,Facebook,Lifestlye,United States,Urban,Student,16830,1,1,1,normic
24,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,12434,1,1,0,normic
45,male,3,Facebook,Sports,United States,Urban,Marketer Manager,12868,0,1,0,normic
31,male,7,YouTube,Travel,Australia,Rural,Software Engineer,11438,0,0,0,normic
48,male,7,YouTube,Sports,United States,Rural,Software Engineer,13543,1,0,0,loser
36,female,1,Instagram,Lifestlye,United Kingdom,Rural,Student,11781,1,1,0,normic
64,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16343,0,1,1,chad
33,male,2,YouTube,Travel,United Kingdom,Urban,Software Engineer,12263,0,0,1,normic
22,non-binary,5,Instagram,Sports,United States,Rural,Marketer Manager,10211,0,1,0,normic
52,male,5,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18699,1,1,1,normic
29,male,8,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16159,0,0,1,normic
42,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,17027,0,0,0,normic
38,female,7,Instagram,Sports,Australia,Rural,Software Engineer,10331,0,0,1,normic
53,male,7,Facebook,Travel,Australia,Urban,Student,16860,0,1,1,chad
40,male,6,Facebook,Sports,United States,Urban,Software Engineer,18044,0,0,1,normic
33,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,18169,1,1,0,normic
56,non-binary,9,Facebook,Sports,United Kingdom,Sub_Urban,Student,18742,0,1,0,normic
62,female,6,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15720,1,0,1,normic
59,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,Marketer Manager,19133,0,1,1,chad
56,non-binary,2,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,10727,0,0,1,normic
31,female,5,Instagram,Lifestlye,Australia,Sub_Urban,Student,14975,0,0,1,normic
48,non-binary,4,Facebook,Sports,Australia,Urban,Marketer Manager,13243,1,1,1,normic
22,female,2,Instagram,Sports,Australia,Rural,Marketer Manager,10648,1,1,1,normic
52,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,15095,1,0,0,normic
40,female,7,Instagram,Travel,United States,Urban,Software Engineer,16614,0,0,1,normic
46,male,8,YouTube,Sports,United Kingdom,Rural,Student,17135,0,0,1,normic
60,non-binary,6,Instagram,Travel,United States,Rural,Software Engineer,11009,1,0,0,loser
28,non-binary,5,Instagram,Sports,Australia,Sub_Urban,Marketer Manager,11550,1,0,1,normic
35,male,1,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,18995,0,0,1,normic
64,non-binary,8,YouTube,Sports,United States,Urban,Marketer Manager,17492,1,1,1,normic
29,female,3,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,13401,0,1,1,normic
26,male,6,YouTube,Travel,United Kingdom,Sub_Urban,Student,17447,1,1,0,normic
27,non-binary,3,Facebook,Sports,United States,Rural,Student,15424,1,1,1,normic
61,male,7,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,14241,1,0,0,loser
34,female,7,YouTube,Lifestlye,United Kingdom,Urban,Software Engineer,13161,0,1,1,normic
55,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14155,0,1,1,normic
24,non-binary,5,Instagram,Sports,Australia,Urban,Student,17478,1,0,0,normic
63,female,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,18719,0,1,1,chad
30,male,8,Instagram,Travel,United States,Urban,Software Engineer,19215,0,0,0,normic
57,female,1,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16617,0,0,0,normic
59,male,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,15660,0,0,0,normic
26,male,3,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,18624,1,0,1,normic
44,female,1,Instagram,Travel,United States,Rural,Software Engineer,11176,0,0,1,normic
19,non-binary,4,Facebook,Sports,Australia,Rural,Software Engineer,17956,0,1,1,chad
22,female,8,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,18592,1,1,1,normic
46,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,12233,0,1,0,normic
54,male,2,Instagram,Lifestlye,United States,Rural,Software Engineer,14700,0,0,1,normic
55,female,9,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15906,0,1,1,chad
36,non-binary,5,YouTube,Sports,Australia,Sub_Urban,Student,17860,1,1,0,normic
25,non-binary,7,Instagram,Travel,Australia,Urban,Software Engineer,17526,1,1,0,normic
62,male,2,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,15559,0,1,1,chad
18,male,9,Facebook,Sports,United States,Rural,Student,16732,0,0,0,normic
39,non-binary,9,YouTube,Travel,Australia,Sub_Urban,Student,12513,1,1,0,normic
34,female,4,YouTube,Lifestlye,United Kingdom,Urban,Student,17830,1,0,0,normic
24,male,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,19965,1,0,0,normic
42,male,6,Instagram,Travel,United Kingdom,Rural,Software Engineer,16944,0,1,0,normic
62,non-binary,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17910,0,0,1,normic
21,female,1,Instagram,Lifestlye,Australia,Rural,Marketer Manager,15649,1,0,1,normic
53,non-binary,9,Instagram,Sports,Australia,Rural,Software Engineer,11096,0,0,1,normic
23,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Marketer Manager,19120,0,0,1,normic
48,female,5,YouTube,Sports,Australia,Rural,Software Engineer,11951,0,0,1,normic
36,female,9,Instagram,Sports,Australia,Rural,Student,19746,0,0,1,normic
61,male,4,YouTube,Sports,Australia,Urban,Software Engineer,19186,0,0,1,normic
56,non-binary,3,Instagram,Travel,Australia,Urban,Marketer Manager,17799,0,1,0,normic
44,non-binary,7,Facebook,Travel,Australia,Urban,Marketer Manager,18804,0,1,1,chad
27,female,6,Instagram,Sports,United Kingdom,Urban,Student,10595,1,0,1,normic
43,male,8,Instagram,Sports,Australia,Rural,Marketer Manager,17875,1,0,1,normic
36,male,3,YouTube,Travel,United States,Sub_Urban,Software Engineer,19033,1,1,0,normic
56,non-binary,5,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,14439,1,1,1,normic
20,male,4,Instagram,Sports,Australia,Rural,Student,15972,1,1,1,normic
62,male,4,Facebook,Lifestlye,United States,Rural,Marketer Manager,10858,1,1,0,normic
30,female,4,Instagram,Travel,Australia,Sub_Urban,Student,15519,1,0,1,normic
45,male,8,Instagram,Sports,United States,Urban,Software Engineer,17385,1,0,1,normic
37,female,6,Facebook,Lifestlye,United States,Rural,Student,18636,1,1,0,normic
45,non-binary,3,YouTube,Lifestlye,United States,Rural,Marketer Manager,19980,0,1,1,chad
25,male,5,Instagram,Lifestlye,United States,Urban,Student,14317,0,1,0,normic
58,non-binary,6,YouTube,Travel,United Kingdom,Rural,Marketer Manager,13454,1,1,1,normic
56,non-binary,5,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,11030,0,0,1,normic
18,male,6,Facebook,Lifestlye,United States,Rural,Software Engineer,19487,0,1,1,chad
20,male,8,Facebook,Lifestlye,Australia,Rural,Software Engineer,17906,1,1,0,normic
30,non-binary,7,YouTube,Travel,United States,Urban,Software Engineer,11447,1,1,0,normic
45,male,5,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12850,1,0,0,loser
42,female,6,YouTube,Lifestlye,Australia,Rural,Student,18106,0,0,1,normic
50,female,4,Instagram,Travel,United Kingdom,Sub_Urban,Marketer Manager,17151,0,0,1,normic
55,male,9,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,19503,1,1,0,normic
23,non-binary,4,Facebook,Lifestlye,Australia,Urban,Software Engineer,16952,0,1,0,normic
61,male,1,Instagram,Lifestlye,United States,Sub_Urban,Student,14055,0,1,1,normic
62,male,7,Instagram,Travel,United States,Rural,Software Engineer,15402,0,0,1,normic
49,non-binary,7,YouTube,Lifestlye,United States,Urban,Software Engineer,19281,1,0,1,normic
62,non-binary,4,Facebook,Travel,United States,Urban,Software Engineer,11672,0,1,1,normic
64,female,3,Instagram,Travel,Australia,Rural,Student,14532,0,1,0,normic
38,non-binary,8,Instagram,Sports,Australia,Rural,Marketer Manager,14924,0,0,1,normic
33,female,5,Facebook,Sports,Australia,Urban,Software Engineer,16085,0,1,1,chad
38,non-binary,7,YouTube,Lifestlye,United Kingdom,Rural,Student,17734,0,1,1,chad
28,male,4,Facebook,Travel,Australia,Urban,Software Engineer,14864,0,1,1,normic
54,female,4,Facebook,Sports,United States,Rural,Student,19316,0,0,1,normic
53,female,8,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,11221,1,1,1,normic
52,female,8,Instagram,Sports,United States,Sub_Urban,Student,12860,1,1,1,normic
36,male,2,YouTube,Sports,United States,Rural,Software Engineer,18428,0,1,0,normic
37,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,19336,1,1,0,normic
35,male,3,Instagram,Travel,Australia,Rural,Software Engineer,13253,0,0,0,normic
64,male,3,Facebook,Sports,United States,Urban,Student,13782,0,0,1,normic
58,male,1,Instagram,Sports,United States,Urban,Software Engineer,16957,0,0,0,normic
31,female,3,YouTube,Travel,United Kingdom,Rural,Marketer Manager,10766,1,1,1,normic
32,male,6,Facebook,Lifestlye,Australia,Rural,Software Engineer,12681,0,0,1,normic
48,female,8,YouTube,Travel,United Kingdom,Urban,Student,17710,0,1,1,chad
18,male,6,Facebook,Sports,United Kingdom,Rural,Student,17482,1,0,1,normic
20,non-binary,5,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,15086,1,1,0,normic
33,female,4,Facebook,Sports,United States,Sub_Urban,Student,17964,0,0,1,normic
40,non-binary,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12665,1,0,1,normic
28,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,19951,1,0,0,normic
29,non-binary,7,Instagram,Lifestlye,United States,Sub_Urban,Software Engineer,13513,0,1,0,normic
27,male,1,YouTube,Lifestlye,Australia,Rural,Student,10495,0,1,0,normic
49,male,7,YouTube,Sports,Australia,Rural,Software Engineer,15822,0,1,1,chad
33,male,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,12072,1,0,0,loser
25,female,2,Instagram,Travel,United States,Rural,Software Engineer,17795,1,1,1,normic
55,non-binary,4,Instagram,Sports,Australia,Rural,Marketer Manager,18529,1,1,1,normic
29,male,1,Facebook,Travel,United Kingdom,Sub_Urban,Student,13949,0,1,0,normic
41,non-binary,9,Facebook,Sports,United Kingdom,Rural,Student,16033,1,1,0,normic
45,non-binary,6,Facebook,Lifestlye,United States,Rural,Student,18328,1,1,0,normic
25,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,12555,0,1,1,normic
45,male,1,YouTube,Lifestlye,Australia,Sub_Urban,Student,16370,0,0,1,normic
53,non-binary,6,Instagram,Sports,United States,Rural,Marketer Manager,14415,0,0,1,normic
43,male,4,Facebook,Travel,Australia,Urban,Marketer Manager,15959,1,1,1,normic
25,male,4,Facebook,Travel,Australia,Urban,Student,19107,0,0,1,normic
45,male,6,Instagram,Sports,Australia,Sub_Urban,Software Engineer,15993,1,0,1,normic
45,female,7,Instagram,Sports,United Kingdom,Urban,Software Engineer,15021,1,1,0,normic
54,non-binary,9,Facebook,Travel,United Kingdom,Sub_Urban,Student,12907,0,1,1,normic
58,non-binary,5,Facebook,Travel,Australia,Urban,Student,12914,0,0,0,normic
53,female,9,Facebook,Travel,Australia,Urban,Marketer Manager,13870,0,1,0,normic
44,non-binary,4,Instagram,Travel,United States,Urban,Student,19190,0,0,0,normic
34,male,2,Facebook,Sports,United States,Sub_Urban,Marketer Manager,15085,0,0,0,normic
26,non-binary,3,Facebook,Sports,United Kingdom,Sub_Urban,Student,16546,1,0,0,normic
50,male,1,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,10395,1,1,1,normic
37,female,6,Instagram,Travel,United States,Sub_Urban,Software Engineer,10938,1,0,1,normic
30,male,6,YouTube,Lifestlye,Australia,Urban,Student,19828,0,1,1,chad
45,non-binary,1,YouTube,Sports,United Kingdom,Urban,Marketer Manager,12510,1,1,1,normic
46,non-binary,3,Facebook,Sports,Australia,Sub_Urban,Software Engineer,14636,0,1,0,normic
30,non-binary,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11649,0,1,0,normic
63,female,3,Facebook,Travel,United Kingdom,Sub_Urban,Student,13690,1,1,0,normic
52,female,3,Instagram,Travel,United Kingdom,Rural,Student,13435,1,0,1,normic
23,non-binary,3,YouTube,Travel,United States,Urban,Software Engineer,13201,0,1,1,normic
35,male,5,Instagram,Travel,United Kingdom,Rural,Student,14179,1,1,1,normic
22,female,5,Facebook,Lifestlye,United States,Rural,Software Engineer,18405,0,1,1,chad
64,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,13237,1,1,0,normic
42,non-binary,1,Facebook,Sports,United States,Urban,Software Engineer,13862,1,1,0,normic
19,female,5,Instagram,Travel,United Kingdom,Sub_Urban,Software Engineer,10058,1,0,1,normic
27,female,5,YouTube,Travel,Australia,Sub_Urban,Marketer Manager,14938,1,1,1,normic
47,female,4,YouTube,Travel,Australia,Rural,Software Engineer,12971,1,1,0,normic
62,male,6,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19719,0,0,0,normic
22,male,4,Facebook,Travel,United Kingdom,Sub_Urban,Student,18314,1,1,0,normic
50,non-binary,7,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,19628,1,0,0,normic
18,female,7,Facebook,Travel,Australia,Urban,Software Engineer,19354,1,0,1,normic
35,male,2,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,13345,0,0,0,normic
49,female,3,Facebook,Sports,United States,Urban,Marketer Manager,12486,0,0,0,normic
64,non-binary,1,YouTube,Travel,United States,Sub_Urban,Software Engineer,10561,0,1,0,normic
28,male,8,YouTube,Travel,United States,Urban,Student,13981,0,1,0,normic
38,male,9,Facebook,Sports,Australia,Urban,Marketer Manager,16261,0,0,1,normic
43,male,4,Instagram,Lifestlye,Australia,Urban,Software Engineer,11737,1,0,1,normic
42,non-binary,6,Facebook,Lifestlye,Australia,Urban,Marketer Manager,19096,1,1,1,normic
39,female,9,Instagram,Travel,United States,Sub_Urban,Student,13554,1,0,1,normic
44,male,6,Facebook,Lifestlye,United Kingdom,Rural,Student,19918,0,0,1,normic
30,non-binary,9,YouTube,Travel,Australia,Urban,Student,19126,0,0,1,normic
50,female,4,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,17095,1,1,0,normic
51,non-binary,8,Instagram,Sports,United Kingdom,Sub_Urban,Software Engineer,18266,0,0,0,normic
58,female,9,Instagram,Travel,United Kingdom,Urban,Student,10294,0,1,0,normic
52,non-binary,4,YouTube,Sports,United States,Rural,Software Engineer,18212,0,1,0,normic
18,female,5,Facebook,Sports,United Kingdom,Urban,Student,19230,1,1,1,normic
38,male,8,YouTube,Travel,Australia,Sub_Urban,Software Engineer,15330,1,0,0,normic
23,female,6,Instagram,Travel,United States,Rural,Student,14655,0,0,1,normic
45,non-binary,7,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,11109,0,1,0,normic
34,non-binary,3,YouTube,Lifestlye,Australia,Urban,Student,13771,0,1,0,normic
22,female,7,Instagram,Lifestlye,United States,Rural,Student,18563,0,1,0,normic
48,male,8,Instagram,Travel,Australia,Sub_Urban,Software Engineer,16123,1,0,1,normic
22,male,6,YouTube,Travel,Australia,Sub_Urban,Software Engineer,17647,0,0,0,normic
55,female,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,11174,1,1,1,normic
20,female,6,YouTube,Sports,Australia,Urban,Software Engineer,11164,1,1,1,normic
40,non-binary,9,Instagram,Lifestlye,United Kingdom,Rural,Software Engineer,19284,1,0,0,normic
54,male,4,YouTube,Lifestlye,Australia,Urban,Software Engineer,19475,0,1,1,chad
