age,gender,hours_spent,platform,interests,location,demographics,profession,income,indebt,home_owner,car_owner,status
54,female,8,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,19037,1,0,1,normic
27,male,4,YouTube,Lifestlye,Australia,Urban,Student,18712,1,0,0,normic
27,female,2,Instagram,Travel,United States,Rural,Student,14466,0,1,0,normic
36,female,9,Instagram,Travel,United States,Urban,Student,15538,0,1,0,normic
34,male,5,Facebook,Sports,Australia,Urban,Marketer Manager,17111,0,0,0,normic
38,female,4,YouTube,Sports,United States,Urban,Student,18434,1,0,0,normic
31,female,2,YouTube,Sports,Australia,Urban,Marketer Manager,12800,0,0,0,normic
26,non-binary,1,Instagram,Sports,United States,Sub_Urban,Marketer Manager,14607,1,0,1,normic
63,female,7,Instagram,Lifestlye,United Kingdom,Urban,Marketer Manager,17262,1,0,0,normic
18,female,6,Instagram,Travel,Australia,Sub_Urban,Student,11541,0,1,0,normic
62,female,2,Facebook,Travel,United Kingdom,Urban,Marketer Manager,12765,1,0,1,normic
30,non-binary,8,Facebook,Sports,United Kingdom,Rural,Student,14491,1,0,0,normic
21,male,4,Instagram,Sports,Australia,Sub_Urban,Student,13083,1,0,1,normic
18,non-binary,8,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15356,1,1,0,normic
57,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,11857,0,1,0,normic
49,male,5,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,10769,1,0,1,normic
51,non-binary,8,Facebook,Travel,Australia,Rural,Marketer Manager,11422,0,0,0,normic
45,male,9,Instagram,Travel,Australia,Urban,Student,18598,1,1,1,normic
48,non-binary,5,YouTube,Travel,United States,Sub_Urban,Marketer Manager,12972,1,1,0,normic
25,male,5,Instagram,Sports,Australia,Rural,Marketer Manager,11872,0,1,0,normic
56,female,2,Facebook,Travel,Australia,Sub_Urban,Student,15599,1,1,1,normic
43,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,Marketer Manager,12269,1,0,0,loser
51,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,15275,1,1,0,normic
20,non-binary,7,Facebook,Sports,United States,Rural,Student,14749,1,0,1,normic
29,non-binary,5,Instagram,Lifestlye,United Kingdom,Urban,Student,16571,1,0,0,normic
18,female,8,Instagram,Sports,United Kingdom,Rural,Software Engineer,19373,1,1,1,normic
61,non-binary,1,YouTube,Travel,United States,Urban,Student,15072,0,1,0,normic
22,female,3,Facebook,Travel,United Kingdom,Urban,Software Engineer,19631,0,1,1,chad
47,female,3,YouTube,Travel,United Kingdom,Urban,Marketer Manager,15463,0,1,0,normic
47,female,9,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17450,1,0,1,normic
34,female,5,Instagram,Sports,United Kingdom,Rural,Student,18420,1,0,1,normic
64,male,9,Facebook,Travel,United States,Rural,Student,13959,1,0,0,normic
40,male,9,Instagram,Sports,United States,Rural,Marketer Manager,11313,0,1,0,normic
32,non-binary,1,Facebook,Travel,United Kingdom,Urban,Software Engineer,17847,1,0,1,normic
54,male,2,YouTube,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,11070,0,1,0,normic
38,male,5,Instagram,Lifestlye,United States,Urban,Marketer Manager,19166,1,0,1,normic
31,non-binary,4,YouTube,Sports,United States,Rural,Student,19930,1,1,0,normic
19,non-binary,9,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,13285,1,0,0,loser
28,non-binary,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18949,0,0,1,normic
56,male,6,Instagram,Sports,United Kingdom,Sub_Urban,Student,13095,1,1,1,normic
55,male,7,YouTube,Travel,Australia,Rural,Marketer Manager,10320,0,0,0,normic
51,non-binary,1,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,12321,1,0,0,loser
55,female,1,YouTube,Sports,United Kingdom,Sub_Urban,Student,10555,1,1,0,normic
51,non-binary,8,YouTube,Lifestlye,United States,Urban,Student,14939,0,1,0,normic
35,female,2,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,15432,1,1,0,normic
47,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11386,1,1,1,normic
32,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Student,14763,1,1,0,normic
44,non-binary,6,Facebook,Sports,Australia,Urban,Student,16854,1,0,0,normic
51,non-binary,1,Facebook,Sports,Australia,Urban,Software Engineer,17637,0,1,1,chad
55,male,1,Instagram,Sports,United States,Urban,Software Engineer,14841,0,0,1,normic
50,female,2,YouTube,Lifestlye,United Kingdom,Rural,Student,13867,1,0,1,normic
41,male,6,YouTube,Lifestlye,United Kingdom,Rural,Software Engineer,13793,1,1,0,normic
32,male,6,Instagram,Lifestlye,United States,Urban,Student,17373,0,0,1,normic
47,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,Marketer Manager,12513,1,0,1,normic
59,male,1,Facebook,Lifestlye,United States,Urban,Software Engineer,13803,0,1,1,normic
34,non-binary,5,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12327,1,0,1,normic
22,female,5,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,18809,0,1,0,normic
46,non-binary,2,Facebook,Travel,United Kingdom,Rural,Marketer Manager,12165,0,1,0,normic
21,male,6,Instagram,Lifestlye,United States,Sub_Urban,Student,13308,0,1,0,normic
27,male,9,Instagram,Sports,United Kingdom,Rural,Marketer Manager,16452,0,0,1,normic
34,non-binary,2,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,18067,1,0,1,normic
27,non-binary,2,Facebook,Travel,United Kingdom,Sub_Urban,Marketer Manager,17642,1,0,1,normic
34,male,3,Instagram,Travel,United States,Sub_Urban,Student,16404,0,0,1,normic
37,female,7,Facebook,Lifestlye,Australia,Sub_Urban,Marketer Manager,10992,0,1,1,normic
41,female,6,Facebook,Travel,United Kingdom,Rural,Marketer Manager,15424,0,0,1,normic
22,non-binary,8,YouTube,Travel,Australia,Rural,Software Engineer,19569,0,1,0,normic
51,female,8,Facebook,Sports,United Kingdom,Sub_Urban,Student,14381,1,0,0,normic
23,male,6,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,13174,0,0,1,normic
19,non-binary,3,Instagram,Lifestlye,United States,Rural,Software Engineer,14782,0,0,0,normic
30,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,19497,0,0,1,normic
60,male,1,Instagram,Travel,United Kingdom,Sub_Urban,Student,15560,0,0,1,normic
60,female,7,Facebook,Lifestlye,United States,Sub_Urban,Student,17460,0,1,0,normic
28,non-binary,5,Instagram,Lifestlye,Australia,Urban,Student,13078,0,0,1,normic
64,non-binary,4,Facebook,Sports,United States,Sub_Urban,Student,12983,0,0,0,normic
40,female,4,Facebook,Sports,United States,Urban,Student,17259,1,0,1,normic
33,male,4,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,16054,0,0,1,normic
48,male,6,Facebook,Travel,United States,Rural,Marketer Manager,12523,0,1,0,normic
28,male,8,Facebook,Lifestlye,United Kingdom,Urban,Marketer Manager,19677,0,0,1,normic
33,male,8,Facebook,Sports,United Kingdom,Urban,Marketer Manager,14581,1,1,1,normic
25,non-binary,5,Facebook,Sports,United Kingdom,Sub_Urban,Software Engineer,15609,1,0,1,normic
21,non-binary,6,Facebook,Sports,United States,Sub_Urban,Marketer Manager,12001,1,1,0,normic
57,female,4,Facebook,Lifestlye,United Kingdom,Urban,Student,11387,0,1,1,normic
21,female,9,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,16552,0,1,1,chad
42,non-binary,8,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,11030,0,1,1,normic
20,non-binary,1,Facebook,Travel,United Kingdom,Sub_Urban,Student,19957,1,1,0,normic
49,male,2,YouTube,Travel,United Kingdom,Rural,Marketer Manager,11220,0,0,0,normic
20,male,9,Facebook,Sports,United Kingdom,Rural,Marketer Manager,16035,1,1,0,normic
44,female,8,Facebook,Lifestlye,United States,Sub_Urban,Marketer Manager,19810,1,0,0,normic
46,non-binary,3,Instagram,Sports,United Kingdom,Rural,Software Engineer,19455,1,1,0,normic
49,female,8,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,16523,1,1,1,normic
36,non-binary,1,YouTube,Lifestlye,Australia,Urban,Student,18074,1,0,0,normic
38,male,4,Instagram,Lifestlye,United States,Sub_Urban,Student,19063,0,1,0,normic
22,female,3,Instagram,Travel,United States,Urban,Marketer Manager,10834,0,1,1,normic
35,female,6,YouTube,Travel,United States,Urban,Marketer Manager,19110,1,1,0,normic
45,non-binary,7,Instagram,Lifestlye,United States,Rural,Marketer Manager,11724,0,1,1,normic
59,male,4,Facebook,Sports,United Kingdom,Rural,Student,16598,0,0,0,normic
39,female,7,YouTube,Lifestlye,United Kingdom,Rural,Student,12413,1,1,1,normic
38,male,9,YouTube,Lifestlye,Australia,Sub_Urban,Software Engineer,19505,1,1,1,normic
23,female,2,Facebook,Sports,Australia,Rural,Software Engineer,15993,0,0,0,normic
18,male,3,Instagram,Lifestlye,United States,Urban,Software Engineer,14498,0,0,0,normic
22,non-binary,5,YouTube,Sports,Australia,Rural,Student,12105,0,1,1,normic
58,female,3,YouTube,Travel,Australia,Rural,Software Engineer,12568,0,1,1,normic
29,female,8,Facebook,Travel,United States,Sub_Urban,Marketer Manager,19330,1,0,1,normic
43,male,8,Facebook,Sports,United States,Sub_Urban,Marketer Manager,10209,0,1,1,normic
63,male,8,Instagram,Travel,Australia,Urban,Student,19256,1,0,1,normic
51,female,9,YouTube,Travel,United Kingdom,Sub_Urban,Software Engineer,14911,1,1,1,normic
31,non-binary,4,Instagram,Sports,Australia,Rural,Marketer Manager,12220,0,0,1,normic
43,male,5,Instagram,Travel,Australia,Sub_Urban,Student,10233,0,0,0,normic
62,male,5,Facebook,Lifestlye,United Kingdom,Urban,Software Engineer,10792,0,0,1,normic
44,male,8,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,13110,1,1,0,normic
26,female,7,YouTube,Sports,United States,Urban,Software Engineer,12166,1,1,0,normic
43,female,9,YouTube,Travel,United States,Sub_Urban,Student,18526,1,1,1,normic
64,female,8,Facebook,Lifestlye,Australia,Sub_Urban,Software Engineer,19551,1,1,1,normic
39,female,2,Facebook,Lifestlye,United Kingdom,Urban,Student,15193,0,0,0,normic
64,non-binary,4,Facebook,Travel,United States,Rural,Software Engineer,11214,1,0,1,normic
47,non-binary,6,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,14419,1,0,1,normic
60,female,2,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,17314,0,1,0,normic
34,non-binary,7,YouTube,Lifestlye,Australia,Rural,Student,18475,1,1,0,normic
43,male,3,Instagram,Sports,United States,Sub_Urban,Student,10212,1,1,0,normic
53,male,3,YouTube,Sports,United States,Urban,Software Engineer,11658,0,0,1,normic
18,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,15024,1,1,1,normic
25,female,8,Facebook,Sports,Australia,Sub_Urban,Marketer Manager,19609,1,1,0,normic
52,male,6,Instagram,Lifestlye,United Kingdom,Rural,Student,15917,1,0,1,normic
32,non-binary,1,YouTube,Lifestlye,United States,Urban,Student,15141,1,0,0,normic
64,female,1,YouTube,Sports,United States,Rural,Software Engineer,11794,0,1,1,normic
39,non-binary,7,Instagram,Sports,Australia,Sub_Urban,Software Engineer,15988,1,0,0,normic
31,male,8,Facebook,Travel,Australia,Sub_Urban,Marketer Manager,18296,0,1,1,chad
43,male,5,Facebook,Travel,Australia,Rural,Marketer Manager,15578,1,0,0,normic
45,male,5,YouTube,Travel,United Kingdom,Rural,Software Engineer,15551,0,0,1,normic
40,female,4,Instagram,Lifestlye,Australia,Rural,Student,13845,0,0,1,normic
31,non-binary,6,Facebook,Sports,Australia,Urban,Marketer Manager,16906,0,1,0,normic
41,female,6,Facebook,Lifestlye,United States,Sub_Urban,Software Engineer,10378,1,1,1,normic
19,female,3,YouTube,Sports,United States,Rural,Software Engineer,13293,1,1,1,normic
62,male,9,Facebook,Lifestlye,Australia,Sub_Urban,Student,13329,1,0,0,normic
43,female,7,Instagram,Travel,Australia,Urban,Software Engineer,14808,0,0,1,normic
31,female,1,YouTube,Travel,United States,Urban,Software Engineer,17937,1,0,1,normic
24,male,7,YouTube,Travel,Australia,Urban,Marketer Manager,10224,1,0,1,normic
20,female,5,Instagram,Lifestlye,United Kingdom,Urban,Software Engineer,10737,1,1,0,normic
64,male,5,YouTube,Sports,United Kingdom,Sub_Urban,Software Engineer,10235,1,1,0,normic
40,male,2,Facebook,Sports,United Kingdom,Urban,Marketer Manager,10711,0,1,0,normic
63,male,4,Facebook,Travel,Australia,Urban,Student,15988,0,0,0,normic
60,male,6,Instagram,Travel,United States,Rural,Student,11888,1,0,0,normic
64,female,7,Facebook,Travel,Australia,Urban,Marketer Manager,17173,1,1,1,normic
62,male,5,Instagram,Travel,Australia,Rural,Marketer Manager,11259,1,0,1,normic
35,male,9,Instagram,Sports,United States,Urban,Student,15246,0,1,0,normic
55,female,3,Facebook,Lifestlye,United States,Urban,Student,17271,1,0,1,normic
52,female,1,Instagram,Lifestlye,United States,Rural,Student,10748,0,0,1,normic
32,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,Student,13551,0,1,1,normic
42,female,9,YouTube,Lifestlye,Australia,Sub_Urban,Student,16400,1,1,1,normic
54,female,4,YouTube,Travel,United States,Sub_Urban,Marketer Manager,16643,1,0,0,normic
45,non-binary,2,Instagram,Travel,Australia,Urban,Software Engineer,18701,1,1,0,normic
27,female,5,Facebook,Travel,United Kingdom,Sub_Urban,Student,11823,0,1,1,normic
56,female,3,Facebook,Lifestlye,United Kingdom,Rural,Student,16852,0,0,1,normic
34,female,9,YouTube,Travel,United States,Urban,Software Engineer,17777,1,0,0,normic
56,female,4,YouTube,Travel,United States,Urban,Software Engineer,14232,0,0,1,normic
39,non-binary,6,Facebook,Sports,Australia,Rural,Software Engineer,16519,1,1,1,normic
43,female,2,Instagram,Sports,United States,Rural,Software Engineer,11777,1,0,1,normic
61,female,6,YouTube,Travel,Australia,Rural,Software Engineer,11222,0,0,0,normic
42,non-binary,3,Instagram,Sports,United States,Urban,Software Engineer,17630,0,0,0,normic
34,male,9,Instagram,Sports,Australia,Rural,Marketer Manager,11777,0,0,1,normic
30,non-binary,2,YouTube,Travel,Australia,Rural,Software Engineer,19496,0,0,1,normic
37,male,9,Instagram,Travel,Australia,Sub_Urban,Software Engineer,17490,1,1,1,normic
42,non-binary,5,Instagram,Travel,Australia,Sub_Urban,Marketer Manager,14859,1,0,1,normic
21,non-binary,8,Facebook,Travel,United Kingdom,Urban,Software Engineer,18893,1,0,1,normic
27,female,2,Instagram,Lifestlye,Australia,Sub_Urban,Student,18118,0,1,1,chad
20,male,6,Facebook,Lifestlye,United States,Sub_Urban,Student,12989,1,0,0,normic
58,female,3,YouTube,Travel,United Kingdom,Rural,Software Engineer,18343,0,0,0,normic
62,male,5,YouTube,Sports,United Kingdom,Rural,Marketer Manager,11325,0,1,1,normic
35,non-binary,8,Facebook,Travel,Australia,Sub_Urban,Student,19493,0,0,0,normic
64,non-binary,1,YouTube,Travel,United Kingdom,Sub_Urban,Marketer Manager,19903,1,1,1,normic
53,male,5,Instagram,Sports,Australia,Sub_Urban,Student,15127,0,0,1,normic
64,female,3,Instagram,Lifestlye,United States,Urban,Software Engineer,18998,0,1,0,normic
39,female,4,Instagram,Travel,Australia,Urban,Marketer Manager,12722,0,1,0,normic
51,female,2,YouTube,Travel,United Kingdom,Urban,Marketer Manager,14656,0,0,1,normic
64,female,9,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,11325,0,1,1,normic
25,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,Student,14133,0,1,0,normic
57,non-binary,2,Instagram,Sports,United States,Urban,Student,19351,0,0,0,normic
61,non-binary,9,Facebook,Lifestlye,United States,Urban,Student,12869,0,0,1,normic
36,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,11242,0,1,1,normic
59,non-binary,6,YouTube,Lifestlye,United States,Rural,Student,18539,0,0,1,normic
58,female,1,Instagram,Sports,United Kingdom,Urban,Software Engineer,11831,0,1,0,normic
54,female,5,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,11569,0,1,1,normic
23,female,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,17246,1,0,0,normic
43,female,1,Facebook,Sports,United States,Rural,Software Engineer,11918,1,0,1,normic
51,non-binary,4,Facebook,Lifestlye,Australia,Sub_Urban,Student,16416,0,1,0,normic
62,non-binary,2,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,13232,0,0,0,normic
23,non-binary,2,Facebook,Sports,United States,Urban,Marketer Manager,13758,0,0,0,normic
54,male,3,Instagram,Travel,Australia,Urban,Marketer Manager,15997,1,1,0,normic
50,female,8,Instagram,Sports,United States,Rural,Software Engineer,12355,1,1,1,normic
39,female,8,Instagram,Lifestlye,United States,Rural,Student,19589,1,1,0,normic
38,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Student,11824,0,1,0,normic
23,female,6,Facebook,Lifestlye,Australia,Urban,Software Engineer,17280,0,1,0,normic
23,female,9,Instagram,Sports,United Kingdom,Rural,Software Engineer,14060,0,1,1,normic
21,non-binary,4,Facebook,Lifestlye,Australia,Rural,Student,15324,0,0,1,normic
47,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,10404,1,1,1,normic
28,male,8,Facebook,Sports,Australia,Sub_Urban,Software Engineer,11721,0,0,1,normic
47,male,7,Facebook,Travel,United States,Urban,Student,15316,1,0,1,normic
48,non-binary,7,Instagram,Travel,Australia,Rural,Student,13845,1,1,1,normic
41,female,3,YouTube,Lifestlye,United States,Urban,Marketer Manager,14210,0,0,0,normic
26,non-binary,4,Facebook,Sports,United States,Rural,Marketer Manager,10064,1,1,0,normic
20,non-binary,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,19491,1,0,0,normic
48,female,6,YouTube,Sports,United Kingdom,Urban,Marketer Manager,16382,1,1,1,normic
57,male,5,Instagram,Sports,Australia,Urban,Marketer Manager,19607,1,1,0,normic
54,male,3,Instagram,Travel,United States,Urban,Software Engineer,10968,0,1,0,normic
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Student,10368,0,1,1,normic
41,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,18424,1,0,0,normic
48,non-binary,5,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,12242,0,0,1,normic
23,non-binary,4,Instagram,Travel,Australia,Urban,Software Engineer,15002,1,0,0,loser
19,female,4,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,13083,0,0,1,normic
37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,18073,0,0,1,normic
45,female,7,Instagram,Travel,Australia,Rural,Marketer Manager,19112,0,1,1,chad
28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18880,0,1,0,normic
21,female,3,Instagram,Travel,Australia,Urban,Student,11469,0,1,0,normic
32,male,2,Instagram,Travel,Australia,Sub_Urban,Software Engineer,14725,1,1,1,normic
23,male,3,YouTube,Lifestlye,United States,Rural,Student,14259,0,1,1,normic
47,non-binary,1,YouTube,Travel,United States,Rural,Marketer Manager,13622,1,0,0,loser
55,non-binary,6,Instagram,Travel,Australia,Rural,Marketer Manager,10823,1,1,0,normic
19,female,7,YouTube,Travel,Australia,Rural,Marketer Manager,13431,0,1,1,normic
32,non-binary,2,Facebook,Lifestlye,Australia,Urban,Software Engineer,16528,1,0,0,normic
28,non-binary,8,YouTube,Sports,Australia,Sub_Urban,Software Engineer,14151,0,0,0,normic
25,male,6,YouTube,Lifestlye,Australia,Urban,Marketer Manager,14213,1,1,0,normic
43,male,4,Instagram,Sports,Australia,Urban,Student,17420,1,1,1,normic
62,female,5,YouTube,Travel,United Kingdom,Urban,Student,18989,0,0,1,normic
61,non-binary,8,YouTube,Sports,Australia,Rural,Marketer Manager,10779,0,1,0,normic
22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural,Student,12892,0,1,1,normic
23,male,3,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,15534,0,1,0,normic
43,non-binary,4,Facebook,Travel,Australia,Sub_Urban,Student,13306,1,0,0,normic
21,male,1,Instagram,Sports,Australia,Rural,Marketer Manager,12902,0,1,1,normic
36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,13718,1,1,1,normic
37,male,8,Facebook,Travel,United Kingdom,Rural,Software Engineer,10021,1,0,1,normic
50,non-binary,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,11500,1,0,0,loser
37,female,6,Facebook,Sports,Australia,Urban,Marketer Manager,19034,1,0,0,normic
29,male,7,YouTube,Sports,United Kingdom,Urban,Student,19952,1,1,1,normic
64,male,6,Facebook,Sports,United Kingdom,Urban,Marketer Manager,13641,1,0,1,normic
18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15212,0,1,1,chad
43,female,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10191,1,0,0,loser
31,male,3,Instagram,Travel,United Kingdom,Rural,Software Engineer,18587,1,1,0,normic
55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,17174,1,0,0,normic
54,male,3,YouTube,Travel,Australia,Rural,Student,15114,0,1,1,chad
28,female,9,Facebook,Travel,Australia,Sub_Urban,Software Engineer,14662,0,1,1,normic
53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,14326,1,0,0,normic
30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19065,0,0,1,normic
60,female,9,YouTube,Lifestlye,Australia,Urban,Student,14335,1,1,1,normic
20,non-binary,7,Facebook,Travel,Australia,Sub_Urban,Software Engineer,18281,0,0,1,normic
50,female,9,YouTube,Travel,Australia,Urban,Software Engineer,18648,1,1,1,normic
23,female,3,YouTube,Lifestlye,United States,Urban,Student,19196,0,0,0,normic
27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,15494,0,0,1,normic
22,female,8,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18536,0,1,0,normic
40,non-binary,6,YouTube,Travel,United Kingdom,Rural,Software Engineer,12711,1,0,0,loser
27,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,17595,1,0,1,normic
61,female,4,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,16273,1,1,0,normic
19,female,8,YouTube,Travel,Australia,Rural,Student,16284,0,1,0,normic
